batter_id,batter_trackman_id,n,share
23989,50066,733,1.0
23701,64704,727,0.9972565157750343
23153,578268,724,0.9972451790633609
23347,67539,719,1.0
22830,66203,718,0.9986091794158554
23635,571830,714,0.99581589958159
22986,66702,710,0.9943977591036415
23733,69203,710,0.9916201117318436
23842,519295,708,1.0
23671,69530,706,0.9985855728429985
20889,71184,694,0.9985611510791367
22800,64164,687,0.998546511627907
22841,64213,686,1.0
22160,79705,685,0.9941944847605225
23844,451713,683,1.0
24464,592348,682,0.992721979621543
24304,596825,679,0.9956011730205279
23864,50115,672,0.9911504424778761
23965,50996,672,1.0
23970,50902,664,1.0
24160,52121,662,0.9880597014925373
24159,52105,661,0.9969834087481146
24022,51003,657,0.9864864864864865
24492,54112,649,0.9984615384615385
22382,62797,648,1.0
23064,65905,641,1.0
23881,573135,632,1.0
23726,68407,621,0.9967897271268058
22813,66109,618,0.9951690821256038
22822,64260,614,1.0
23521,60288,604,0.9950576606260296
22514,79290,597,1.0
23739,69207,592,0.9966329966329966
22943,66662,591,1.0
23847,607776,590,1.0
20946,70410,586,1.0
21278,64793,583,1.0
22777,65040,580,0.9982788296041308
24068,51403,575,1.0
24582,54307,575,1.0
24630,676724,573,1.0
24090,51302,572,0.9947826086956522
24019,51112,571,0.9965095986038395
23835,69802,570,0.9965034965034965
22374,62164,568,1.0
24308,501571,567,0.9982394366197183
21865,76509,566,1.0
24426,53058,558,0.998211091234347
24148,571506,557,0.9946428571428572
22886,66354,553,1.0
24143,571679,549,0.9963702359346642
24348,53168,548,1.0
24086,51359,547,0.9981751824817519
22392,62353,545,1.0
23975,50304,540,1.0
24480,54156,540,0.9981515711645101
22571,62409,535,0.9981343283582089
22281,61114,523,1.0
22553,63634,514,0.9961240310077519
24091,51303,509,0.994140625
23702,69702,509,1.0
23553,79530,507,1.0
24158,52103,497,0.980276134122288
23957,50208,494,0.997979797979798
21511,73213,494,1.0
24128,51764,490,1.0
21174,71842,489,0.9959266802443992
22773,65120,482,0.9958677685950413
23579,68707,477,0.997907949790795
23474,64011,476,0.9979035639412998
22613,62917,464,0.9978494623655914
23976,50312,462,0.9978401727861771
24353,53103,460,0.9850107066381156
22344,61204,459,1.0
23919,50600,446,0.9933184855233853
23551,68805,442,0.9866071428571429
22766,64890,438,1.0
24350,53105,426,0.993006993006993
23562,63559,426,0.9953271028037384
23662,69636,421,1.0
22934,66615,419,0.9928909952606635
24315,53992,413,0.9975845410628019
23470,68507,412,0.9975786924939467
22763,62908,407,1.0
23241,67202,404,1.0
24632,650331,403,0.9926108374384236
23290,67363,399,0.9925373134328358
24155,52154,394,1.0
24371,657434,391,1.0
23300,67610,386,1.0
23945,50204,384,1.0
24567,54305,383,1.0
24413,53400,382,1.0
22959,66710,377,0.9947229551451188
22737,64117,374,1.0
24297,52705,373,1.0
23116,65464,372,1.0
24145,51706,372,1.0
23524,64410,370,0.9973045822102425
22893,65514,366,0.9945652173913043
22900,65503,366,1.0
23264,67900,362,0.9917808219178083
24274,52424,362,0.9917808219178083
24163,547004,360,0.9782608695652174
23723,69416,358,1.0
24402,53302,354,0.9915966386554622
24210,52516,344,0.9828571428571429
23144,66833,338,1.0
23531,68466,323,1.0
22574,63435,321,0.9907407407407407
23742,69210,317,0.9937304075235109
22774,63360,305,0.9870550161812298
23900,50848,304,1.0
24031,51005,303,1.0
24134,51701,300,0.9646302250803859
24132,51762,293,1.0
24242,52764,290,0.9965635738831615
24418,53404,289,1.0
23028,63913,287,0.9828767123287672
24345,53160,286,0.9965156794425087
21848,76720,286,0.9828178694158075
21131,71432,284,1.0
24214,52568,282,1.0
22137,79465,278,1.0
23789,69064,278,0.9928571428571429
23752,69366,278,1.0
22679,64499,274,1.0
23004,66462,273,1.0
23906,50868,272,0.9963369963369964
22852,65304,271,0.9783393501805054
23700,63703,270,1.0
23992,50092,266,0.9962546816479401
24130,51767,264,0.9962264150943396
24501,54815,263,1.0
23242,67265,262,0.9812734082397003
24532,54214,261,1.0
22002,60100,257,1.0
24375,53568,255,1.0
23899,50840,254,0.9921875
23918,50657,252,1.0
23667,67609,251,0.8044871794871795
23608,68909,247,1.0
24352,53104,245,0.9879032258064516
21835,76869,244,0.9799196787148594
23838,69810,240,1.0
24227,52294,238,1.0
23905,50819,234,1.0
23712,69403,234,0.9915254237288136
24296,52704,229,0.9956521739130435
21458,73342,227,1.0
23546,68869,226,0.9955947136563876
23341,67760,220,1.0
24093,51305,219,1.0
24046,51560,219,0.9954545454545455
23467,63593,213,1.0
23253,64209,212,0.986046511627907
23980,578628,211,1.0
24299,52710,210,1.0
24491,54110,210,1.0
23146,63895,207,1.0
23205,66963,206,1.0
23147,66807,204,0.9951219512195122
24383,53569,198,0.99
24034,51009,195,1.0
22902,66508,194,1.0
23132,66749,193,1.0
24255,52001,192,1.0
22148,79300,190,1.0
24529,54236,184,0.9945945945945946
22745,63448,183,1.0
23483,68089,183,1.0
24443,53865,180,1.0
23432,68117,180,1.0
24106,51298,176,1.0
24101,51269,175,1.0
22460,77654,173,1.0
21381,72546,172,1.0
24481,54164,171,1.0
24507,54813,169,0.9941176470588236
22454,76368,168,1.0
24278,52405,168,1.0
24403,53303,165,1.0
22767,64895,164,1.0
23971,50903,161,1.0
23839,69804,158,1.0
23435,68302,157,1.0
24095,51307,156,1.0
24077,51991,155,1.0
22104,79113,154,1.0
22101,79198,152,0.9934640522875817
24574,54394,152,1.0
24225,52267,151,1.0
24000,50011,150,1.0
23780,69900,150,1.0
23605,68906,150,1.0
23773,69980,147,1.0
24006,50214,145,1.0
23395,67063,142,1.0
24260,52002,141,1.0
24357,53795,140,1.0
24103,51295,139,1.0
21786,76158,135,1.0
24171,52803,134,0.9852941176470589
23861,50110,134,0.9925925925925926
24137,51704,132,1.0
24232,52211,131,0.9924242424242424
24547,54794,131,0.9924242424242424
24593,54408,130,1.0
23890,50507,130,1.0
24280,52402,130,1.0
22733,63088,128,1.0
23507,68614,126,1.0
22629,63903,124,1.0
23686,69518,123,1.0
23746,69394,122,0.976
23788,69056,119,1.0
23996,50007,118,1.0
22258,60184,118,1.0
23851,50116,117,0.9831932773109243
22683,61366,117,1.0
22684,64706,113,1.0
23481,68069,112,1.0
24024,51013,112,1.0
23212,66802,112,1.0
22758,64493,111,1.0
24331,53293,110,1.0
23200,66968,110,0.9565217391304348
24528,54205,109,1.0
23299,63636,106,1.0
24009,643603,106,1.0
22762,79364,105,1.0
24336,53205,105,1.0
24215,52504,104,0.9719626168224299
23469,63558,104,1.0
24430,53036,104,1.0
24049,51574,103,0.9903846153846154
23913,50817,101,0.9901960784313726
24014,51103,100,0.9615384615384616
21288,72456,100,0.9900990099009901
24442,53844,99,1.0
24405,53305,98,0.9423076923076923
24628,665180,97,1.0
23836,69809,97,1.0
24108,51200,96,1.0
24335,53204,95,1.0
22225,60605,95,1.0
23753,69363,95,1.0
24385,53587,94,1.0
24332,53296,94,1.0
23937,50713,93,1.0
23946,50244,93,1.0
23974,50906,93,1.0
23649,571757,92,1.0
24079,51996,92,1.0
23527,68416,91,1.0
24554,54710,91,1.0
23576,68706,91,1.0
21577,74846,89,1.0
23986,600301,88,1.0
22970,65705,88,0.9887640449438202
22284,61104,87,1.0
24590,54460,87,1.0
24543,53717,87,1.0
24448,53803,86,1.0
24404,53304,86,1.0
24536,54219,86,0.9885057471264368
24503,54814,86,1.0
24530,54268,85,1.0
23358,67563,83,0.9880952380952381
24071,51407,83,1.0
23138,66803,82,0.9879518072289156
21401,73153,81,1.0
24581,54306,81,1.0
24175,52804,81,1.0
24287,52628,80,1.0
23263,67993,79,1.0
23000,65412,78,1.0
24282,52407,78,1.0
22064,78566,78,0.9629629629629629
23728,68211,77,1.0
22439,62893,76,1.0
23366,67454,76,1.0
23180,66202,76,0.987012987012987
24066,51466,76,1.0
24578,54303,75,1.0
23612,68901,74,1.0
24141,51707,73,1.0
23121,64724,72,1.0
22132,79234,72,1.0
24236,52209,72,1.0
23793,69093,72,1.0
24497,54806,71,1.0
24206,52906,71,1.0
23586,68709,71,0.9861111111111112
22995,66716,71,1.0
23329,67803,69,1.0
22221,60648,68,1.0
24445,53893,67,1.0
24517,54905,67,1.0
23763,69860,65,1.0
24489,54107,65,1.0
23837,69805,65,1.0
23675,69592,64,1.0
24351,53106,62,1.0
24187,52301,62,1.0
24243,52765,61,1.0
24230,52210,61,1.0
23926,50608,60,1.0
23604,62537,60,1.0
24218,52566,60,1.0
22238,60805,59,1.0
20984,70756,59,1.0
23983,50394,59,1.0
23487,68096,57,1.0
23958,50209,57,0.95
24390,53659,57,1.0
24092,51304,55,1.0
23357,67568,55,1.0
24427,53057,55,1.0
23993,50093,55,1.0
24520,54908,54,1.0
24035,51006,54,1.0
23262,67944,53,1.0
23049,65909,51,1.0
23755,69393,51,1.0
24235,52208,50,1.0
23677,67504,49,0.6533333333333333
23732,69214,47,0.9791666666666666
23493,68003,47,1.0
23548,64803,46,1.0
24220,52576,46,1.0
24120,51605,45,1.0
23095,64898,44,1.0
24386,53597,44,1.0
24219,52514,44,1.0
24174,52805,44,0.9565217391304348
23492,68002,44,0.8627450980392157
24122,51603,44,1.0
23658,69628,42,1.0
22322,61360,42,1.0
23941,50714,42,1.0
22499,63339,42,1.0
23811,1105151,41,1.0
24493,54116,40,1.0
23877,50414,40,1.0
24316,53991,39,1.0
24534,54216,38,1.0
23876,50415,38,1.0
24302,52583,38,1.0
24594,54411,38,1.0
23068,65044,37,1.0
24119,51640,37,1.0
24142,51708,37,1.0
22416,62468,37,1.0
24057,51860,37,1.0
23995,50096,36,1.0
24421,53416,34,1.0
23756,69305,34,1.0
24408,53308,34,1.0
24409,53309,34,1.0
23187,66207,33,1.0
24217,52564,33,1.0
23266,67991,32,1.0
24067,51468,32,1.0
24004,50015,32,1.0
22611,62921,31,1.0
23401,67016,31,1.0
24061,51805,31,0.9393939393939394
24589,54506,31,1.0
24200,52907,31,1.0
24620,54123,31,1.0
23817,93595155,30,0.9375
23663,62668,30,1.0
23797,11315151,30,0.7894736842105263
24416,53460,30,1.0
24457,53611,30,1.0
23317,67894,30,1.0
24114,51205,30,1.0
24266,52667,29,1.0
24368,53715,29,1.0
24295,52733,29,1.0
24575,54397,28,1.0
22901,65522,27,0.675
24123,51602,27,1.0
24195,52980,27,1.0
24471,54598,27,1.0
24472,54512,26,1.0
23657,69627,26,1.0
23008,66410,26,1.0
24616,54097,25,1.0
23387,65096,25,1.0
23805,93195138,24,0.5581395348837209
24176,52807,24,0.9230769230769231
23810,41745151,24,0.631578947368421
24562,54644,24,1.0
22857,66392,24,1.0
24396,53618,23,1.0
24558,54708,23,1.0
23791,69055,22,1.0
24288,52642,22,1.0
24204,52909,21,1.0
24080,51904,21,1.0
24521,54909,21,1.0
24397,53619,20,1.0
24476,54509,20,1.0
23803,71975157,19,1.0
24325,53990,19,1.0
24584,54595,19,1.0
23666,64602,19,1.0
24250,52717,18,1.0
24382,53505,18,1.0
24419,53421,18,1.0
24190,52304,18,0.9
24124,51604,17,1.0
24407,53307,17,1.0
24458,53610,16,1.0
23252,67209,15,1.0
24290,52634,15,1.0
24603,54614,15,1.0
22921,66598,15,1.0
24033,51008,15,1.0
24613,54009,15,1.0
24186,52398,15,1.0
24601,54613,15,1.0
23661,69633,15,1.0
23798,51855155,14,0.5833333333333334
23228,67168,14,1.0
23802,23325157,14,0.5384615384615384
23563,67201,14,1.0
23799,31935157,14,0.45161290322580644
23450,68304,14,1.0
24475,54507,14,1.0
23683,69512,13,1.0
24505,54810,13,1.0
23680,69507,13,1.0
23692,62770,13,1.0
24381,53598,12,1.0
24588,54510,12,0.7058823529411765
24470,54567,12,1.0
23482,68087,11,1.0
23111,64802,11,1.0
24238,52299,10,1.0
23711,69712,10,1.0
23878,50416,10,1.0
24474,54511,10,1.0
24029,51007,9,1.0
23523,68414,9,1.0
23668,68625,8,1.0
24362,53705,8,1.0
24082,51903,8,1.0
24003,50014,8,1.0
23912,50818,7,1.0
24583,54308,7,1.0
24233,52207,7,1.0
23346,61591,7,1.0
24188,52302,7,1.0
24595,54410,7,1.0
24437,53009,7,1.0
23486,67094,7,1.0
23907,50816,6,1.0
24002,50013,6,1.0
23189,66504,6,1.0
22760,65513,6,1.0
23429,68109,6,1.0
23380,62499,6,1.0
22425,62559,6,1.0
22847,65305,6,1.0
22735,61895,6,1.0
22924,66518,6,1.0
23981,50392,6,1.0
22720,64001,6,1.0
23309,67611,6,1.0
24366,53710,5,1.0
24058,51803,5,1.0
24551,54709,5,1.0
23845,66114,5,1.0
24438,53010,5,1.0
23225,67119,4,1.0
24096,51308,4,1.0
23352,67554,4,1.0
23377,67405,4,1.0
23373,67412,4,1.0
23388,67092,4,1.0
23574,68701,3,1.0
24406,53306,3,1.0
24284,52647,3,1.0
22621,63960,3,1.0
23495,68669,3,1.0
23455,68556,2,1.0
23849,594902,2,1.0
23250,67206,2,1.0
24359,53702,2,1.0
23991,50036,2,1.0
24612,54008,1,1.0
23448,65305,1,1.0
23960,50990,1,1.0
